action_id,action_group_id,action,type1,subtype,ft,points,type2,subtype,ft,points,type3,subtype,ft,points,isDefault,FLAG
3584,3580,<player1>'s 9 ft hook shot blocked by <player2>,shot,missed,9,2,block,,-1,-1,,,-1,-1,0,
3585,3580,<player1>'s 9 ft jumper blocked by <player2>,shot,missed,9,2,block,,-1,-1,,,-1,-1,0,
3586,3580,<player1>'s 9 ft running jumper blocked by <player2>,shot,missed,9,2,block,,-1,-1,,,-1,-1,0,
3587,3580,<player1>'s 9 ft two point shot blocked by <player2>,shot,missed,9,2,block,,-1,-1,,,-1,-1,0,
3588,3588,<player1>   misses 9-foot jumper,shot,missed,9,2,,,-1,-1,,,-1,-1,1,
3589,3588,<player1>   misses 9-foot two point shot,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3590,3588,<player1>  misses 9- foot jumper,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3591,3588,<player1>  misses 9-foot,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3592,3588,<player1>  misses 9-foot bank shot,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3593,3588,<player1>  misses 9-foot driving jump shot,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3594,3588,<player1>  misses 9-foot driving jumpshot,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3595,3588,<player1>  misses 9-foot fadeaway,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3596,3588,<player1>  misses 9-foot hook shot,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3597,3588,<player1>  misses 9-foot jump bank shot,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3598,3588,<player1>  misses 9-foot jumper,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3599,3588,<player1>  misses 9-foot regular jump shot,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3600,3588,<player1>  misses 9-foot running hook shot,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3601,3588,<player1>  misses 9-foot running jumper,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3602,3588,<player1>  misses 9-foot shot,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3603,3588,<player1>  misses 9-foot step back jumpshot,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3604,3588,<player1>  misses 9-foot turnaround jumper,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3605,3588,<player1>  misses 9-foot two point jumper,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3606,3588,<player1>  misses 9-foot two point shot,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3607,3588,<player1> missed 9 ft hook shot,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3608,3588,<player1> missed 9 ft jumper,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3609,3588,<player1> missed 9 ft running jumper,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3610,3588,<player1> missed 9 ft two point shot,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3611,3588,<player1> misses 9-foot hook shot,shot,missed,9,2,,,-1,-1,,,-1,-1,0,?
3612,3588,<player1> misses 9-foot jumper,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3613,3588,<player1> misses 9-foot running jumper,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3614,3588,<player1> misses 9-foot two point shot,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3615,3588,<player1>   misses 9-foot running jumper,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3616,3588,<player1>  missed 9 ft jumper,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3617,3588,<player1>  misses 9- foot,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3618,3588,<player1>  misses 9- foot hook shot,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3619,3588,<player1>  misses 9- foot two point jumper,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3620,3588,<player1>  misses 9- foot two point shot,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3621,3588,<player1>  misses 9-foot driving jumper,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3622,3588,<player1>  misses 9-foot jump shot back,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3623,3588,<player1>  misses 9-footer jumper,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3624,3588,<player1> iv misses 9-foot jumper,shot,missed,9,2,,,-1,-1,,,-1,-1,0,1
3625,3588,<plyer1> misses 9-foot jumper,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3626,3588,<player1>   misses 9-foot running jumper,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3627,3588,<player1>  missed 9 ft jumper,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3628,3588,<player1>  misses 9- foot,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3629,3588,<player1>  misses 9- foot hook shot,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3630,3588,<player1>  misses 9- foot two point jumper,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3631,3588,<player1>  misses 9- foot two point shot,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3632,3588,<player1>  misses 9-foot driving jumper,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3633,3588,<player1>  misses 9-foot jump shot back,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3634,3588,<player1>  misses 9-footer jumper,shot,missed,9,2,,,-1,-1,,,-1,-1,0,
3635,3635,<player1> missed 10 ft hook shot blocked by <player2>,shot,missed,10,2,block,,-1,-1,,,-1,-1,1,
3636,3635,<player1> missed 10 ft jumper blocked by <player2>,shot,missed,10,2,block,,-1,-1,,,-1,-1,0,
3637,3635,<player1> missed 10 ft two point shot blocked by <player2>,shot,missed,10,2,block,,-1,-1,,,-1,-1,0,
3638,3635,<player1> missed free throw blocked by <player2>,shot,missed,10,2,block,,-1,-1,,,-1,-1,0,
3639,3635,<player1>'s 10 ft hook shot blocked by <player2>,shot,missed,10,2,block,,-1,-1,,,-1,-1,0,
3640,3635,<player1>'s 10 ft jumper blocked by <player2>,shot,missed,10,2,block,,-1,-1,,,-1,-1,0,
3641,3635,<player1>'s 10 ft running jumper blocked by <player2>,shot,missed,10,2,block,,-1,-1,,,-1,-1,0,
3642,3635,<player1>'s 10 ft two point shot blocked by <player2>,shot,missed,10,2,block,,-1,-1,,,-1,-1,0,
3643,3635,<player1> missed 10 ft running jumper blocked by <player2>,shot,missed,10,2,block,,-1,-1,,,-1,-1,0,
3644,3644,<player1> misses 10-foot shot,shot,missed,10,2,,,-1,-1,,,-1,-1,1,
3645,3644,<player1>   misses 10-foot jumper,shot,missed,10,2,,,-1,-1,,,-1,-1,0,PLAYER
3646,3644,<player1>  missed 10 ft jumper,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3647,3644,<player1>  misses 10- foot jumper,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3648,3644,<player1>  misses 10- foot two point jumper,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3649,3644,<player1>  misses 10-foot,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3650,3644,<player1>  misses 10-foot bank shot,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3651,3644,<player1>  misses 10-foot hook shot,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3652,3644,<player1>  misses 10-foot jump bank shot,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3653,3644,<player1>  misses 10-foot jump shot back,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3654,3644,<player1>  misses 10-foot jumper,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3655,3644,<player1>  misses 10-foot regular jump shot,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3656,3644,<player1>  misses 10-foot running hook shot,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3657,3644,<player1>  misses 10-foot running jumper,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3658,3644,<player1>  misses 10-foot shot,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3659,3644,<player1>  misses 10-foot step back jumpshot,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3660,3644,<player1>  misses 10-foot two point jumper,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3661,3644,<player1>  misses 10-foot two point shot,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3662,3644,<player1> missed 10 ft hook shot,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3663,3644,<player1> missed 10 ft jumper,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3664,3644,<player1> missed 10 ft running jumper,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3665,3644,<player1> missed 10 ft two point shot,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3666,3644,<player1> missed 10-foot two point shot,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3667,3644,<player1> misses 10-foot hook shot,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3668,3644,<player1> misses 10-foot jumper,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3669,3644,<player1> misses 10-foot running jumper,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3670,3644,<player1> misses 10-foot two point shot,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3671,3644,<player1>  misses 10- foot,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3672,3644,<player1>  misses 10- foot hook shot,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3673,3644,<player1>  misses 10- foot running jumper,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3674,3644,<player1>  misses 10- foot two point shot,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3675,3644,<player1>  misses 10-foot driving jumper,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3676,3644,<player1>  misses 10-foot fadeaway,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3677,3644,<player1>  misses 10-foot running bank shot,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3678,3644,<player1>  misses 10-foot turnaround bank shot,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3679,3644,<player1>  misses 10-foot turnaround fadeaway,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3680,3644,<player1>  misses 10-foot turnaround jumper,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3681,3644,<player1>  misses 10- foot,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3682,3644,<player1>  misses 10- foot hook shot,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3683,3644,<player1>  misses 10- foot running jumper,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3684,3644,<player1>  misses 10- foot two point shot,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3685,3644,<player1>  misses 10-foot driving jumper,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3686,3644,<player1>  misses 10-foot fadeaway,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3687,3644,<player1>  misses 10-foot running bank shot,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3688,3644,<player1>  misses 10-foot turnaround bank shot,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3689,3644,<player1>  misses 10-foot turnaround fadeaway,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3690,3644,<player1>  misses 10-foot turnaround jumper,shot,missed,10,2,,,-1,-1,,,-1,-1,0,
3691,3691,<player1> missed 11 ft jumper blocked by <player2>,shot,missed,11,2,block,,-1,-1,,,-1,-1,1,
3692,3691,<player1> missed 11 ft two point shot blocked by <player2>,shot,missed,11,2,block,,-1,-1,,,-1,-1,0,
3693,3691,<player1>'s 11 ft hook shot blocked by <player2>,shot,missed,11,2,block,,-1,-1,,,-1,-1,0,
3694,3691,<player1>'s 11 ft jumper blocked by <player2>,shot,missed,11,2,block,,-1,-1,,,-1,-1,0,
3695,3691,<player1>'s 11 ft running jumper blocked by <player2>,shot,missed,11,2,block,,-1,-1,,,-1,-1,0,
3696,3691,<player1>'s 11 ft two point shot blocked by <player2>,shot,missed,11,2,block,,-1,-1,,,-1,-1,0,
3697,3691,<player1> missed 11 ft hook shot blocked by <player2>,shot,missed,11,2,block,,-1,-1,,,-1,-1,0,
3698,3691,<player1> missed 11 ft running jumper blocked by <player2>,shot,missed,11,2,block,,-1,-1,,,-1,-1,0,
3699,3699,<player1>   misses 11-foot jumper,shot,missed,11,2,,,-1,-1,,,-1,-1,1,PLAYER
3700,3699,<player1>  missed 11 ft jumper,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3701,3699,<player1>  missed 11 ft two point shot,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3702,3699,<player1>  misses 11- foot jumper,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3703,3699,<player1>  misses 11-foot,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3704,3699,<player1>  misses 11-foot bank shot,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3705,3699,<player1>  misses 11-foot hook shot,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3706,3699,<player1>  misses 11-foot jump bank shot,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3707,3699,<player1>  misses 11-foot jump shot back,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3708,3699,<player1>  misses 11-foot jumper,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3709,3699,<player1>  misses 11-foot regular jump shot,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3710,3699,<player1>  misses 11-foot running hook shot,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3711,3699,<player1>  misses 11-foot running jumper,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3712,3699,<player1>  misses 11-foot step back jumpshot,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3713,3699,<player1>  misses 11-foot turnaround fadeaway shot,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3714,3699,<player1>  misses 11-foot turnaround jumper,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3715,3699,<player1>  misses 11-foot two point jumper,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3716,3699,<player1>  misses 11-foot two point shot,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3717,3699,<player1> missed 11 ft hook shot,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3718,3699,<player1> missed 11 ft jumper,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3719,3699,<player1> missed 11 ft running jumper,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3720,3699,<player1> missed 11 ft two point shot,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3721,3699,<player1> misses 11-foot hook shot,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3722,3699,<player1> misses 11-foot jumper,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3723,3699,<player1> misses 11-foot running jumper,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3724,3699,<player1> misses 11-foot two point shot,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3725,3699,<player1>  misses 11- foot running jumper,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3726,3699,<player1>  misses 11- foot two point shot,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3727,3699,<player1>  misses 11-foot driving jumpshot,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3728,3699,<player1>  misses 11-foot jump shot,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3729,3699,<player1>  misses 11-foot running bank shot,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3730,3699,<player1> iv misses 11-foot running jumper,shot,missed,11,2,,,-1,-1,,,-1,-1,0,1
3731,3699,<player1>  misses 11- foot running jumper,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3732,3699,<player1>  misses 11- foot two point shot,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3733,3699,<player1>  misses 11-foot driving jumpshot,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3734,3699,<player1>  misses 11-foot jump shot,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3735,3699,<player1>  misses 11-foot running bank shot,shot,missed,11,2,,,-1,-1,,,-1,-1,0,
3736,3736,<player1> missed 12 ft jumper blocked by <player2>,shot,missed,12,2,block,,-1,-1,,,-1,-1,1,
3737,3736,<player1> missed 12 ft two point shot blocked by <player2>,shot,missed,12,2,block,,-1,-1,,,-1,-1,0,
3738,3736,<player1>'s 12 ft jumper blocked by <player2>,shot,missed,12,2,block,,-1,-1,,,-1,-1,0,
3739,3736,<player1>'s 12 ft running jumper blocked by <player2>,shot,missed,12,2,block,,-1,-1,,,-1,-1,0,
3740,3736,<player1>'s 12 ft two point shot blocked by <player2>,shot,missed,12,2,block,,-1,-1,,,-1,-1,0,
3741,3736,<player1>'s 12 ft hook shot blocked by <player2>,shot,missed,12,2,block,,-1,-1,,,-1,-1,0,
3742,3742,<player1>   misses 12-foot jumper,shot,missed,12,2,,,-1,-1,,,-1,-1,1,PLAYER
3743,3742,<player1>   misses 12-foot two point shot,shot,missed,12,2,,,-1,-1,,,-1,-1,0,
3744,3742,<player1>  missed 12 ft jumper,shot,missed,12,2,,,-1,-1,,,-1,-1,0,
3745,3742,<player1>  misses 12- foot jumper,shot,missed,12,2,,,-1,-1,,,-1,-1,0,
3746,3742,<player1>  misses 12- foot two point shot,shot,missed,12,2,,,-1,-1,,,-1,-1,0,
3747,3742,<player1>  misses 12-foot,shot,missed,12,2,,,-1,-1,,,-1,-1,0,
3748,3742,<player1>  misses 12-foot hook shot,shot,missed,12,2,,,-1,-1,,,-1,-1,0,
3749,3742,<player1>  misses 12-foot jump bank shot,shot,missed,12,2,,,-1,-1,,,-1,-1,0,
3750,3742,<player1>  misses 12-foot jumper,shot,missed,12,2,,,-1,-1,,,-1,-1,0,
3751,3742,<player1>  misses 12-foot regular jump shot,shot,missed,12,2,,,-1,-1,,,-1,-1,0,
3752,3742,<player1>  misses 12-foot running hook shot,shot,missed,12,2,,,-1,-1,,,-1,-1,0,
3753,3742,<player1>  misses 12-foot running jumper,shot,missed,12,2,,,-1,-1,,,-1,-1,0,
3754,3742,<player1>  misses 12-foot shot,shot,missed,12,2,,,-1,-1,,,-1,-1,0,
3755,3742,<player1>  misses 12-foot step back jumpshot,shot,missed,12,2,,,-1,-1,,,-1,-1,0,
3756,3742,<player1>  misses 12-foot turnaround bank shot,shot,missed,12,2,,,-1,-1,,,-1,-1,0,
3757,3742,<player1>  misses 12-foot turnaround fadeaway shot,shot,missed,12,2,,,-1,-1,,,-1,-1,0,
3758,3742,<player1>  misses 12-foot two point jumper,shot,missed,12,2,,,-1,-1,,,-1,-1,0,
3759,3742,<player1>  misses 12-foot two point shot,shot,missed,12,2,,,-1,-1,,,-1,-1,0,
3760,3742,<player1> missed 12 ft hook shot,shot,missed,12,2,,,-1,-1,,,-1,-1,0,
3761,3742,<player1> missed 12 ft jumper,shot,missed,12,2,,,-1,-1,,,-1,-1,0,
3762,3742,<player1> missed 12 ft running jumper,shot,missed,12,2,,,-1,-1,,,-1,-1,0,
3763,3742,<player1> missed 12 ft two point shot,shot,missed,12,2,,,-1,-1,,,-1,-1,0,
3764,3742,<player1> misses 12-foot hook shot,shot,missed,12,2,,,-1,-1,,,-1,-1,0,
3765,3742,<player1> misses 12-foot jumper,shot,missed,12,2,,,-1,-1,,,-1,-1,0,
3766,3742,<player1> misses 12-foot running jumper,shot,missed,12,2,,,-1,-1,,,-1,-1,0,
3767,3742,<player1> misses 12-foot two point shot,shot,missed,12,2,,,-1,-1,,,-1,-1,0,
3768,3742,de<player1>s misses 12-foot jumper,shot,missed,12,2,,,-1,-1,,,-1,-1,0,PLAYER
3769,3742,<player1>  misses 12-foot jump shot,shot,missed,12,2,,,-1,-1,,,-1,-1,0,
3770,3742,<player1>  misses 12-foot jump shot,shot,missed,12,2,,,-1,-1,,,-1,-1,0,
3771,3771,<player1> missed 13 ft jumper blocked by <player2>,shot,missed,13,2,block,,-1,-1,,,-1,-1,1,
3772,3771,<player1> missed 13 ft two point shot blocked by <player2>,shot,missed,13,2,block,,-1,-1,,,-1,-1,0,
3773,3771,<player1>'s 13 ft hook shot blocked by <player2>,shot,missed,13,2,block,,-1,-1,,,-1,-1,0,
3774,3771,<player1>'s 13 ft jumper blocked by <player2>,shot,missed,13,2,block,,-1,-1,,,-1,-1,0,
3775,3771,<player1>'s 13 ft two point shot blocked by <player2>,shot,missed,13,2,block,,-1,-1,,,-1,-1,0,
3776,3771,<player1>'s 13 ft running jumper blocked by <player2>,shot,missed,13,2,block,,-1,-1,,,-1,-1,0,
3777,3777,<player1>   misses 13-foot jumper,shot,missed,13,2,,,-1,-1,,,-1,-1,1,
3778,3777,<player1>  missed 13 ft two point shot,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3779,3777,<player1>  misses 13- foot jumper,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3780,3777,<player1>  misses 13- foot two point shot,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3781,3777,<player1>  misses 13-foot,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3782,3777,<player1>  misses 13-foot fadeaway jumper,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3783,3777,<player1>  misses 13-foot hook shot,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3784,3777,<player1>  misses 13-foot jump bank shot,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3785,3777,<player1>  misses 13-foot jumper,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3786,3777,<player1>  misses 13-foot regular jump shot,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3787,3777,<player1>  misses 13-foot running jumper,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3788,3777,<player1>  misses 13-foot shot,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3789,3777,<player1>  misses 13-foot step back jumpshot,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3790,3777,<player1>  misses 13-foot turnaround fadeaway,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3791,3777,<player1>  misses 13-foot two point jumper,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3792,3777,<player1>  misses 13-foot two point shot,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3793,3777,<player1> missed 13 ft hook shot,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3794,3777,<player1> missed 13 ft jumper,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3795,3777,<player1> missed 13 ft running jumper,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3796,3777,<player1> missed 13 ft two point shot,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3797,3777,<player1> misses 13-foot hook shot,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3798,3777,<player1> misses 13-foot jumper,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3799,3777,<player1> misses 13-foot running bank shot,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3800,3777,<player1> misses 13-foot running jumper,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3801,3777,<player1> misses 13-foot two point shot,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3802,3777,<player1>s missed 13 ft jumper,shot,missed,13,2,,,-1,-1,,,-1,-1,0,?
3803,3777,<plyer1> misses 13-foot jumper,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3804,3777,de<player1>s misses 13-foot jumper,shot,missed,13,2,,,-1,-1,,,-1,-1,0,PLAYER
3805,3777,<player1>   misses 13-foot two point shot,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3806,3777,<player1>  missed 13 ft jumper,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3807,3777,<player1>  misses 13-foot jump shot,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3808,3777,<player1>  misses 13-foot running hook shot,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3809,3777,<player1>   misses 13-foot two point shot,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3810,3777,<player1>  missed 13 ft jumper,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3811,3777,<player1>  misses 13-foot jump shot,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3812,3777,<player1>  misses 13-foot running hook shot,shot,missed,13,2,,,-1,-1,,,-1,-1,0,
3813,3813,<player1> missed 14 ft jumper blocked by <player2>,shot,missed,14,2,block,,-1,-1,,,-1,-1,1,
3814,3813,<player1> missed 14 ft two point shot blocked by <player2>,shot,missed,14,2,block,,-1,-1,,,-1,-1,0,
3815,3813,<player1>'s 14 ft jumper blocked by <player2>,shot,missed,14,2,block,,-1,-1,,,-1,-1,0,
3816,3813,<player1>'s 14 ft two point shot blocked by <player2>,shot,missed,14,2,block,,-1,-1,,,-1,-1,0,
3817,3813,<player1> 's 14 ft jumper blocked by <player2>,shot,missed,14,2,block,,-1,-1,,,-1,-1,0,
3818,3813,<player1>'s 14 ft running jumper blocked by <player2>,shot,missed,14,2,block,,-1,-1,,,-1,-1,0,
3819,3819,<player1>   misses 14-foot jumper,shot,missed,14,2,,,-1,-1,,,-1,-1,1,
3820,3819,<player1>  missed 14 ft jumper,shot,missed,14,2,,,-1,-1,,,-1,-1,0,
3821,3819,<player1>  misses 14- foot jumper,shot,missed,14,2,,,-1,-1,,,-1,-1,0,
3822,3819,<player1>  misses 14- foot two point shot,shot,missed,14,2,,,-1,-1,,,-1,-1,0,
3823,3819,<player1>  misses 14-foot,shot,missed,14,2,,,-1,-1,,,-1,-1,0,
3824,3819,<player1>  misses 14-foot hook shot,shot,missed,14,2,,,-1,-1,,,-1,-1,0,
3825,3819,<player1>  misses 14-foot jump bank shot,shot,missed,14,2,,,-1,-1,,,-1,-1,0,
3826,3819,<player1>  misses 14-foot jump shot,shot,missed,14,2,,,-1,-1,,,-1,-1,0,
3827,3819,<player1>  misses 14-foot jumper,shot,missed,14,2,,,-1,-1,,,-1,-1,0,
3828,3819,<player1>  misses 14-foot regular jump shot,shot,missed,14,2,,,-1,-1,,,-1,-1,0,
3829,3819,<player1>  misses 14-foot running jumper,shot,missed,14,2,,,-1,-1,,,-1,-1,0,
3830,3819,<player1>  misses 14-foot step back jumpshot,shot,missed,14,2,,,-1,-1,,,-1,-1,0,
3831,3819,<player1>  misses 14-foot turnaround jumper,shot,missed,14,2,,,-1,-1,,,-1,-1,0,
3832,3819,<player1>  misses 14-foot two point jumper,shot,missed,14,2,,,-1,-1,,,-1,-1,0,
3833,3819,<player1>  misses 14-foot two point shot,shot,missed,14,2,,,-1,-1,,,-1,-1,0,
3834,3819,<player1> missed 14 ft hook shot,shot,missed,14,2,,,-1,-1,,,-1,-1,0,
3835,3819,<player1> missed 14 ft jumper,shot,missed,14,2,,,-1,-1,,,-1,-1,0,
3836,3819,<player1> missed 14 ft running jumper,shot,missed,14,2,,,-1,-1,,,-1,-1,0,
3837,3819,<player1> missed 14 ft two point shot,shot,missed,14,2,,,-1,-1,,,-1,-1,0,
3838,3819,<player1> misses 14-foot hook shot,shot,missed,14,2,,,-1,-1,,,-1,-1,0,
3839,3819,<player1> misses 14-foot jumper,shot,missed,14,2,,,-1,-1,,,-1,-1,0,
3840,3819,<player1> misses 14-foot running jumper,shot,missed,14,2,,,-1,-1,,,-1,-1,0,
3841,3819,<player1> misses 14-foot two point shot,shot,missed,14,2,,,-1,-1,,,-1,-1,0,
3842,3819,<plyer1> misses 14-foot two point shot,shot,missed,14,2,,,-1,-1,,,-1,-1,0,
3843,3819,de<player1>s misses 14-foot jumper,shot,missed,14,2,,,-1,-1,,,-1,-1,0,PLAYER
3844,3819,<player1>   misses 14-foot step back jumpshot,shot,missed,14,2,,,-1,-1,,,-1,-1,0,
